PRN No.,DSA(CSE2001) CAT1 (50),DSA(CSE2001) CAT2 (50),DSA(CSE2001) FAT (60),DSA(CSE2001)Grade,DMS(MAT1003) CAT1 (50),DMS(MAT1003)CAT2 (50),DMS(MAT1003)FAT (60),FEEE(ECE1002)CAT1 (50),FEEE(ECE1002) CAT2 (50),FEEE(ECE1002) FAT (60),FEEE(ECE1002) Lab (40),FEEE(ECE1002) Total (200),FEEE(ECE1002)Grade,ED(MEC1004) CAT1 (50),ED(MEC1004)CAT2 (50),ED(MEC1004)FAT (60),ED(MEC1004)Lab (40),ED(MEC1004) Total (200),CG(CSE2006) CAT1 (50),CG(CSE2006)CAT2 (50),CG(CSE2006)FAT (60),CG(CSE2006) Total (160),CG(CSE2006) Grade,FSM(MGT1020)FAT (60),FSM(MGT1020) Lab (40),FSM(MGT1020)Grade,DAA(CSE3004) CAT1 (50),DAA(CSE3004)  CAT2 (50),DAA(CSE3004) FAT (60),DAA(CSE3004) Grade,LSM(MGT1002) CAT1 (50),LSM(MGT1002) CAT2 (50),LSM(MGT1002) FAT (60),LSM(MGT1002) Grade,ADDA(MAT1002) CAT1 (50),ADDA(MAT1002) CAT2 (50),ADDA(MAT1002) FAT (60),ADDA(MAT1002) Lab (40),ADDA(MAT1002) Total (200),CSDF(CSE2011) CAT1 (50),CSDF(CSE2011) CAT2 (50),CSDF(CSE2011) FAT (60),CSDF(CSE2011) Lab (40),CSDF(CSE2011) Total (200),CN(CSE3003) CAT1 (50),CN(CSE3003) CAT2 (50),CN(CSE3003) FAT (60),CN(CSE3003) Total (160),CN(CSE3003) Grade,OOP(CSE2005) FAT (60),OOP(CSE2005) Lab (40),OOP(CSE2005) Grade,OS(CSE2008) CAT1 (50),OS(CSE2008) CAT2 (50),OS(CSE2008) FAT (60),OS(CSE2008) Lab (40),OS(CSE2008) Total (200),OS(CSE2008) Grade,SE(CSE1005) CAT1 (50),SE(CSE1005) CAT2 (50),SE(CSE1005) FAT (60),SE(CSE1005) Grade,DBMS(CSE2007) CAT1 (50),DBMS(CSE2007) CAT2 (50),DBMS(CSE2007) FAT (60),DBMS(CSE2007) Lab (40),DBMS(CSE2007) Total (200),DBMS(CSE2007) Grade,TBL(MGT1027) FAT (60),TBL(MGT1027) Lab (40),TBL(MGT1027) Grade,WT(CSE4004) CAT1 (50),WT(CSE4004) CAT2 (50),WT(CSE4004) Total (160),WT(CSE4004) Grade,CP(CSE3032) CAT1 (50),CP(CSE3032) CAT2 (50),CP(CSE3032) FAT (60),CP(CSE3032) Grade,OT(MAT2003) CAT1 (50),OT(MAT2003) CAT2 (50),OT(MAT2003) FAT (60),OT(MAT2003) Total (160),OT(MAT2003) Grade,NP(CSE3011) CAT1 (50),NP(CSE3011) CAT2 (50),NP(CSE3011) FAT (60),NP(CSE3011) Total (160),NP(CSE3011) Grade,MAD(CSE4002) CAT1 (50),MAD(CSE4002) CAT2 (50),MAD(CSE4002) Lab (40),MAD(CSE4002) Total (200),C(ONL1002) FAT (60),C(ONL1002) Lab (40),C(ONL1002) Grade,AFE(MGT1008) CAT1 (50),AFE(MGT1008) CAT2 (50),AFE(MGT1008) Total (160),AFE(MGT1008) Grade,STAT(MAT1001) ESTAT (70),STAT(MAT1001) ISTAT (30),STAT(MAT1001) FAT (60),STAT(MAT1001) Total (160),STAT(MAT1001) Grade, Sem-VI Total (940),NLP(CSE3015) CAT1 (50),NLP(CSE3015) CAT2 (50),NLP(CSE3015) Total (160),NLP(CSE3015) Grade,IML(CSE3008) CAT1 (50),IML(CSE3008) CAT2 (50),IML(CSE3008) FAT (60),OPTO(PHY2004) CAT1 (50),OPTO(PHY2004) CAT2 (50),OPTO(PHY2004) FAT (60),OPTO(PHY2004) Lab (40),OPTO(PHY2004) Total (200),OPTO(PHY2004) Grade,NANO(PHY2005) FAT (60),NANO(PHY2005) Lab (40),NANO(PHY2005) Grade,FRENCH-I(FRL1001) FAT (60),FRENCH-I(FRL1001) Lab (40),FRENCH-I(FRL1001) Total (100),FRENCH-I(FRL1001) Grade,LA(MAT2005) CAT1 (50),LA(MAT2005) CAT2 (50),LA(MAT2005) Total (100),LA(MAT2005) Grade,EVS(CHY1001) CAT1 (50),EVS(CHY1001) CAT2 (50),EVS(CHY1001) FAT (60),EVS(CHY1001) Total (160),EVS(CHY1001) Grade,NME(MAT2001) CAT1 (50),NME(MAT2001) CAT2 (50),NME(MAT2001) FAT (60),NME(MAT2001) Total (160),NME(MAT2001) Grade,ITC(CSE2013) CAT1 (50),ITC(CSE2013) CAT2 (50),ITC(CSE2013) FAT (60),ITC(CSE2013) Lab (40),ITC(CSE2013) Total (200),ITC(CSE2013) Grade,COA(ECE2002) FAT (60),COA(ECE2002) Lab (40),COA(ECE2002) Grade,SNA(CSE4008)  CAT1 (50),SNA(CSE4008) CAT2 (50),SNA(CSE4008) FAT (60),SNA(CSE4008) Total (160),SNA(CSE4008) Grade,FOM(MGT1003) CAT1 (50),FOM(MGT1003) CAT2 (50)
W105,56,29,24,6,43,24,23,48,25,24,40,137,5,33,28,24,43,128,50,28,24,102,6,24,45,6,55,28,24,6,43,28,23,5,37,26,21,43,127,49,25,21,49,144,43,28,23,94,5,20,43,6,45,24,23,46,138,5,47,26,21,5,40,26,22,40,128,5,23,41,6,32,20,68,4,39,28,23,5,36,20,21,77,4,35,25,22,82,4,49,25,45,141,22,38,6,38,24,82,4,40,26,23,89,5,621,35,21,75,4,40,19,18,46,21,19,38,124,5,18,39,5,24,47,63,6,39,23,62,4,29,21,20,70,3,70,26,22,118,6,70,27,23,43,163,6,21,44,6,67,25,23,115,6,70,24
O40,33,29,24,4,49,27,23,34,19,18,28,99,3,50,29,23,34,136,28,29,24,81,4,24,33,5,43,28,23,5,29,26,17,3,39,26,22,40,127,35,29,24,42,130,23,23,23,74,3,22,37,5,AB,24,20,35,79,1,0,25,21,1,AB,25,23,46,94,1,23,43,6,0,25,46,1,0,25,21,1,22,28,23,79,4,46,29,24,99,5,36,29,47,136,20,34,5,33,28,84,4,31,29,24,84,4,631,28,28,79,4,33,28,23,30,26,22,42,120,4,22,46,6,24,47,71,6,42,26,68,4,36,26,22,84,4,70,28,23,121,6,70,28,23,47,168,6,23,48,6,65,28,23,116,6,47,28
O101,17,20,21,1,32,23,20,28,21,18,25,92,4,36,20,18,37,111,41,17,20,78,4,21,34,5,29,21,21,3,18,17,14,1,44,22,12,40,118,32,18,20,38,108,25,17,22,64,1,20,40,6,31,22,18,30,101,3,24,23,19,1,19,25,19,35,98,1,16,34,4,42,25,88,5,22,25,21,1,31,26,22,79,4,30,25,21,76,4,30,23,37,109,21,40,6,34,27,83,4,32,29,24,85,4,593,34,24,78,4,41,27,23,34,26,22,43,125,5,22,40,6,22,47,69,6,37,26,63,4,32,26,21,79,4,70,29,24,123,6,70,29,24,47,170,6,23,44,6,70,27,24,121,6,49,29
W87,35,16,18,3,37,18,18,35,20,19,34,108,4,32,22,18,36,108,28,22,19,69,3,18,26,3,38,26,20,4,25,18,18,4,33,18,17,29,97,40,20,20,27,107,25,28,24,80,4,17,22,4,35,24,18,21,98,3,28,23,21,3,28,21,19,35,103,3,22,42,6,34,22,72,3,45,25,22,5,29,23,19,71,3,34,26,20,80,4,43,21,35,117,21,40,6,23,24,73,3,33,23,21,77,4,568,37,24,80,4,36,22,20,30,22,21,35,108,4,20,35,5,24,48,64,6,29,15,44,3,37,25,22,84,4,70,25,22,117,6,70,27,23,40,160,6,18,39,5,70,25,22,117,6,70,24
W10,42,25,19,4,49,20,22,42,20,22,40,124,5,36,24,20,22,102,35,22,20,77,4,22,48,6,40,21,12,3,28,18,15,2,32,19,13,32,96,39,22,20,38,119,35,29,23,87,4,15,36,4,38,19,22,42,121,4,33,23,18,3,36,18,14,45,113,4,21,42,6,38,12,61,2,42,20,17,4,28,22,19,69,3,35,23,18,76,4,52,24,46,144,21,42,6,34,12,57,2,35,23,21,79,4,580,43,14,69,3,47,19,18,54,20,18,40,132,5,18,37,5,24,47,61,6,51,21,72,5,40,22,20,82,4,70,28,24,122,6,70,23,21,41,155,6,22,47,6,70,23,21,114,6,70,25
O11,68,29,24,6,59,27,23,51,26,21,42,140,6,57,28,24,45,154,47,26,24,97,5,23,45,6,62,29,24,6,42,30,24,5,51,29,24,46,150,46,29,24,49,148,51,30,24,105,6,24,45,6,50,29,24,40,143,6,39,28,23,5,46,25,24,40,135,5,23,48,6,43,29,96,5,49,29,24,6,57,28,23,108,6,53,28,23,104,6,65,29,48,166,23,47,6,47,28,98,5,36,28,23,87,4,732,40,29,93,5,44,29,24,53,29,24,49,155,6,24,46,6,24,49,73,6,46,29,75,5,38,28,23,89,5,70,29,24,123,6,70,29,24,49,172,6,24,48,6,70,29,24,123,6,70,29
W46,55,29,24,6,44,18,21,46,18,20,29,113,4,40,24,18,31,113,43,22,20,85,4,19,38,5,43,30,25,5,44,27,23,5,51,25,20,39,135,45,25,22,39,131,56,28,22,106,6,19,39,5,45,27,22,43,137,5,38,21,22,4,41,25,24,39,129,5,22,40,6,36,22,78,4,47,26,22,5,46,24,22,92,5,42,26,22,90,5,39,25,40,126,21,42,6,31,24,75,4,34,25,22,81,4,618,36,24,79,4,50,25,21,43,27,22,38,130,5,20,38,5,20,36,63,6,48,22,70,5,40,21,21,82,4,70,26,22,118,6,70,26,22,40,158,6,20,40,5,70,24,21,115,6,70,24
O74,36,29,24,5,41,27,22,38,20,19,30,107,4,52,28,23,40,143,44,29,24,97,5,21,36,5,59,24,20,6,32,18,17,4,54,23,19,34,130,42,14,11,39,106,29,18,16,63,4,22,32,5,55,29,24,42,150,6,30,26,22,4,30,27,20,34,111,4,20,35,5,38,28,89,5,29,28,23,4,38,28,23,89,5,37,29,24,90,5,41,27,40,130,18,32,4,34,29,87,4,28,29,24,81,4,614,31,26,79,4,30,26,23,33,26,22,46,127,5,22,42,6,23,46,69,6,31,25,56,3,38,25,21,84,4,61,28,23,112,6,70,27,23,47,167,6,22,44,6,70,27,23,120,6,70,28
W115,65,29,23,6,63,22,22,47,24,23,46,140,6,58,28,23,42,151,46,24,21,91,5,23,44,6,58,29,24,6,54,29,24,6,51,28,22,44,145,54,27,23,44,148,57,27,24,108,6,20,45,6,57,28,23,48,156,6,54,27,22,6,45,29,24,45,143,6,23,47,6,36,29,89,5,38,28,23,5,48,27,24,99,5,42,28,23,93,5,54,27,46,150,24,48,6,38,28,87,4,55,29,24,108,6,708,48,23,92,5,60,28,24,52,28,24,47,151,6,24,47,6,20,39,70,6,55,26,81,6,54,29,24,107,6,70,28,24,122,6,70,29,24,49,172,6,24,48,6,70,27,24,121,6,70,27
O36,24,27,23,4,35,21,18,28,22,16,32,98,3,36,19,18,26,99,29,15,16,60,2,16,30,4,28,20,17,4,41,20,19,4,39,23,19,32,113,34,14,11,21,80,28,13,13,54,3,15,28,3,28,20,16,18,82,1,28,18,15,2,20,25,17,25,87,1,15,15,1,42,19,77,4,39,19,16,3,33,22,18,73,3,32,20,17,69,3,37,16,15,87,15,30,4,32,21,70,3,28,20,17,65,4,499,37,24,81,4,40,24,21,40,24,20,37,121,4,21,38,5,20,48,68,6,38,25,63,4,39,25,21,85,4,70,28,22,120,6,70,28,22,46,166,6,19,40,5,70,28,22,120,6,70,28
W114,43,21,22,4,45,28,20,37,27,23,41,128,5,55,29,24,45,153,45,24,22,91,5,22,43,6,43,24,21,5,36,29,24,5,45,29,24,41,139,42,27,21,42,132,32,28,24,84,4,24,45,6,54,24,24,48,150,6,31,29,24,4,40,28,24,46,138,5,23,45,6,42,28,90,5,43,26,24,5,37,27,24,88,5,62,29,24,115,6,40,29,48,141,24,46,6,32,22,75,4,29,26,22,77,4,664,38,25,84,4,49,28,24,47,29,24,40,140,6,23,45,6,24,47,69,6,37,26,63,4,38,28,23,89,5,70,26,22,118,6,70,27,23,48,168,6,24,47,6,70,27,23,120,6,70,25
O98,40,28,24,5,38,29,23,37,24,23,28,112,4,44,25,23,46,138,39,28,24,91,5,22,41,6,31,26,24,4,31,21,16,4,40,24,16,37,117,40,24,20,34,118,36,24,20,80,4,22,40,6,50,28,23,34,135,5,34,28,23,4,31,29,24,38,122,4,20,44,6,44,28,95,5,42,28,23,5,41,29,24,94,5,49,26,22,97,5,57,24,42,143,22,33,5,42,29,95,5,37,28,24,89,5,668,39,26,87,4,49,28,23,42,29,24,48,143,6,24,45,6,23,45,68,6,38,29,67,4,38,29,24,91,5,70,28,23,121,6,70,28,23,48,169,6,23,46,6,61,28,23,112,6,54,28
O53,50,29,24,6,39,23,21,29,22,18,38,107,4,35,24,23,40,122,31,24,19,74,3,22,36,5,38,25,21,4,31,18,19,4,39,26,22,38,125,34,22,18,39,113,35,17,21,73,3,22,42,6,28,26,21,25,100,3,17,22,20,1,33,18,19,39,109,4,20,38,5,32,25,78,4,15,25,21,1,24,24,20,68,1,18,28,23,69,1,28,28,35,114,23,39,6,30,27,79,4,30,28,23,81,4,566,35,28,86,4,38,28,23,42,25,21,41,129,5,20,44,6,24,46,70,6,31,25,56,3,35,28,23,86,4,70,28,24,122,6,70,28,24,47,169,6,23,44,6,70,28,24,122,6,47,28
W16,53,27,24,6,57,27,20,47,27,24,47,145,6,50,29,23,47,149,51,29,24,104,6,24,45,6,59,28,22,6,50,29,24,6,54,21,24,36,135,48,28,24,43,143,57,28,24,109,6,24,47,6,52,27,23,49,151,6,48,29,24,6,50,29,24,49,152,6,21,46,6,44,27,93,5,60,27,23,6,57,29,24,110,6,54,29,24,107,6,45,29,48,146,23,43,6,45,22,87,4,44,28,24,96,5,716,54,28,105,6,50,28,24,50,29,24,45,148,6,24,49,6,23,49,69,6,58,26,84,6,57,26,24,107,6,70,29,24,123,6,70,29,24,49,172,6,24,46,6,70,27,24,121,6,70,27
O20,14,22,24,1,33,25,21,43,19,19,32,113,4,36,23,20,40,119,42,24,23,89,5,21,40,6,33,25,22,4,28,13,13,3,42,18,14,35,109,43,17,21,44,125,41,19,20,80,4,22,42,6,47,30,25,42,144,6,42,26,22,5,34,25,20,42,121,4,22,34,5,44,25,90,5,15,25,21,1,32,25,21,78,4,41,25,21,87,4,31,26,47,125,22,39,6,48,26,95,5,35,28,24,87,4,618,40,29,93,5,44,27,23,36,26,22,46,130,5,20,42,6,22,45,67,6,34,29,63,4,48,26,21,95,5,70,28,23,121,6,70,28,23,47,168,6,23,46,6,63,28,23,114,6,49,28
W126,22,25,24,4,48,27,22,39,26,22,37,124,5,40,28,24,40,132,41,27,23,91,5,22,36,5,44,25,23,5,36,29,23,5,48,22,19,35,124,44,27,22,40,133,38,27,23,88,5,23,36,5,40,26,24,44,134,5,29,28,24,4,35,25,24,42,126,5,22,42,6,34,26,80,4,45,27,21,5,23,24,24,76,4,37,27,23,87,4,28,22,30,99,22,43,6,39,26,87,4,30,22,21,73,3,576,28,25,74,3,34,25,23,33,27,22,35,117,4,22,38,6,20,45,68,6,47,22,69,4,33,26,23,82,4,58,28,23,109,6,67,22,22,44,155,6,21,41,6,70,25,22,117,6,68,28
W128,50,22,24,5,47,28,23,40,27,22,40,129,5,52,29,20,40,141,34,24,19,77,4,23,42,6,45,24,17,4,42,27,20,5,37,22,19,29,107,51,26,22,44,143,41,24,22,87,4,22,34,5,48,22,24,46,140,6,9,27,22,1,44,24,20,44,132,5,22,42,6,28,22,68,4,48,29,23,6,40,26,21,87,4,29,28,22,79,4,46,26,41,135,22,42,6,43,19,81,4,29,25,22,76,4,614,33,25,79,4,47,24,21,40,27,23,39,129,5,23,45,6,23,45,72,6,49,25,74,5,38,25,21,84,4,58,26,22,106,6,70,26,23,44,163,6,24,45,6,70,25,23,118,6,61,26
W20,52,28,23,6,36,24,22,37,25,22,42,126,5,38,28,21,48,135,32,21,17,70,3,24,43,6,50,26,20,5,43,29,24,5,28,21,22,38,109,35,27,23,44,129,43,27,24,94,5,24,46,6,44,27,24,45,140,6,25,21,23,3,41,28,20,42,131,5,22,40,6,34,24,78,4,48,23,20,5,30,23,20,73,3,43,27,23,93,5,46,23,39,129,21,38,5,41,15,73,3,34,21,21,76,4,594,36,26,84,4,45,24,22,30,27,23,33,113,4,23,42,6,23,48,69,6,32,15,47,2,51,20,20,91,5,60,26,22,108,6,70,28,22,43,163,6,22,45,6,70,21,21,112,6,70,25
O103,45,29,24,5,56,28,24,48,28,24,48,148,6,44,29,24,45,142,46,27,24,97,5,24,48,6,52,29,24,6,52,25,24,6,51,29,24,49,153,34,29,24,49,136,38,28,24,90,5,24,45,6,41,28,23,45,137,5,43,26,22,5,44,25,21,46,136,5,24,48,6,37,29,90,5,39,29,24,5,47,29,24,100,6,52,29,24,105,6,50,29,49,152,24,48,6,33,29,86,4,35,29,24,88,5,703,37,29,90,5,48,29,24,40,28,23,48,139,5,21,49,6,24,47,71,6,43,28,71,5,40,29,24,93,5,70,29,24,123,6,70,29,24,49,172,6,24,49,6,70,29,24,123,6,49,29
W31,38,20,20,4,37,25,17,37,26,22,40,125,5,43,29,22,38,132,46,28,23,97,5,22,41,6,40,24,19,4,46,29,23,5,47,21,20,36,124,46,24,21,38,129,44,26,23,93,5,22,48,6,38,23,22,44,127,5,33,26,22,4,40,28,23,42,133,5,21,44,6,33,25,78,4,51,22,20,5,51,28,24,103,6,47,26,24,97,5,52,26,41,141,22,38,6,34,16,67,4,29,24,21,74,3,636,44,26,92,5,46,27,23,42,27,24,44,137,5,22,42,6,22,43,72,6,50,27,77,5,39,25,21,85,4,70,26,22,118,6,70,29,24,45,168,6,22,43,6,70,23,22,115,6,67,28
O44,32,29,22,4,49,29,23,51,26,23,38,138,5,51,25,23,47,146,47,29,24,100,6,24,44,6,37,30,24,5,32,25,22,4,50,28,23,49,150,55,27,24,45,151,35,30,24,89,5,22,44,6,52,30,25,46,153,6,44,29,24,5,49,29,25,38,141,6,24,38,6,49,28,100,6,32,28,23,4,42,29,24,95,5,46,26,22,94,5,56,28,43,150,22,45,6,41,29,94,5,44,29,24,97,5,687,39,29,92,5,44,29,24,50,29,24,49,152,6,24,47,6,24,46,70,6,57,27,84,6,42,29,24,95,5,70,29,24,123,6,70,29,24,48,171,6,24,48,6,67,29,24,120,6,67,29
O18,52,30,24,6,53,29,23,32,26,21,34,113,4,35,22,21,43,121,28,23,21,72,3,22,43,6,47,28,24,5,33,16,16,4,39,19,15,42,115,35,19,18,45,117,22,22,19,69,3,21,38,5,42,26,21,41,130,5,30,25,21,4,33,27,20,40,120,4,20,40,6,39,25,85,4,36,25,21,4,36,26,22,84,4,40,25,21,86,4,34,26,45,126,22,43,6,31,28,82,4,34,27,24,85,4,613,31,25,77,4,32,27,23,40,26,22,44,132,5,20,43,6,24,47,71,6,43,29,72,5,32,27,22,81,4,70,28,22,120,6,70,27,22,48,167,6,23,46,6,70,28,23,121,6,70,28
W11,51,25,24,6,56,27,18,35,27,23,45,130,5,53,29,24,34,140,47,21,16,84,4,21,40,6,56,27,20,6,56,28,24,6,39,23,24,42,128,52,27,24,46,149,38,26,21,85,4,24,40,6,55,23,19,41,138,5,34,27,22,4,47,27,24,39,137,5,22,39,6,38,24,80,4,52,29,21,6,33,29,24,86,4,37,24,22,83,4,41,25,40,127,22,39,6,43,17,76,4,28,25,23,76,4,609,48,28,97,5,49,24,22,44,26,24,36,130,5,20,43,6,21,42,72,6,52,23,75,5,34,27,23,84,4,70,26,22,118,6,70,29,24,46,169,6,22,46,6,70,24,22,116,6,70,28
O69,56,29,24,6,53,27,23,34,22,21,36,113,4,53,29,23,45,150,30,29,24,83,4,21,36,5,56,29,24,6,42,25,21,5,39,28,23,40,130,28,24,20,42,114,28,17,18,63,4,22,28,4,47,29,24,33,133,5,28,24,20,3,19,25,23,36,103,1,21,39,6,39,29,92,5,36,29,24,5,38,29,24,91,5,41,29,24,94,5,41,29,40,134,18,36,5,40,29,93,5,45,29,24,98,5,656,25,26,76,4,29,27,23,31,25,21,45,122,4,21,45,6,23,47,70,6,28,24,52,4,35,28,23,86,4,67,29,24,120,6,70,27,23,46,166,6,24,45,6,70,27,23,120,6,53,29
O105,30,28,24,4,29,25,21,28,20,18,22,88,4,39,20,19,38,116,34,19,22,75,4,22,39,6,22,20,21,1,25,23,18,1,31,16,18,42,107,29,18,18,38,103,26,19,19,64,1,21,38,5,31,26,21,33,111,4,28,25,21,3,24,16,17,37,98,3,18,37,5,31,25,77,4,32,25,21,4,28,26,22,76,4,41,22,18,81,4,32,23,35,109,18,38,5,28,22,68,4,28,23,24,75,4,551,28,26,76,4,33,25,21,38,28,23,42,131,5,21,42,6,24,46,70,6,30,24,54,4,37,26,21,84,4,67,28,23,118,6,70,28,23,48,169,6,23,46,6,58,28,23,109,6,70,28
O21,18,26,23,1,44,26,22,28,18,18,26,90,4,38,25,22,37,122,34,22,23,79,4,22,41,6,30,26,22,4,30,19,17,4,36,20,15,38,109,43,18,18,39,118,31,22,19,72,3,22,39,6,52,28,23,39,142,6,36,28,23,4,28,25,23,40,116,4,20,32,5,35,26,83,4,20,26,22,1,31,29,24,84,4,43,29,24,96,5,45,24,40,129,24,36,6,41,27,90,5,33,25,24,82,4,641,38,28,89,5,31,26,22,41,28,23,43,135,5,23,40,6,23,49,72,6,39,29,68,4,42,26,21,89,5,70,29,24,123,6,63,29,24,48,164,6,23,46,6,70,28,23,121,6,70,29
W97,32,20,20,3,29,19,19,36,24,22,45,127,5,38,27,22,43,130,37,24,22,83,4,20,36,5,48,28,20,5,31,25,22,4,36,24,22,30,112,32,24,21,42,119,51,27,24,102,6,19,35,5,42,26,21,25,114,4,39,25,22,4,33,28,23,37,121,4,20,40,6,37,22,76,4,29,27,22,4,34,24,20,78,4,46,27,23,96,5,49,24,40,135,20,40,6,39,24,83,4,48,24,21,93,5,642,46,24,89,5,43,25,21,41,23,22,39,125,5,22,45,6,24,47,67,6,47,18,65,4,55,21,22,98,5,70,26,23,119,6,70,28,24,45,167,6,23,45,6,70,25,22,117,6,70,25
O96,64,29,24,6,54,22,20,28,18,17,27,90,4,39,21,19,33,112,29,20,18,67,4,23,36,5,41,24,22,4,44,22,17,4,47,23,19,40,129,36,26,21,39,122,19,18,14,51,1,23,38,6,31,27,22,12,92,1,34,25,21,4,21,20,17,30,88,1,21,38,6,37,29,90,5,28,29,24,4,39,28,23,90,5,45,29,24,98,5,47,27,44,140,23,30,5,38,28,89,5,32,29,24,85,4,649,33,29,86,4,49,26,22,43,26,22,42,133,5,22,44,6,23,45,68,6,38,26,64,4,40,26,22,88,5,70,29,23,122,6,70,27,23,47,167,6,24,46,6,68,27,23,118,6,70,29
W26,47,25,21,5,49,19,20,43,18,16,32,109,4,51,27,23,40,141,46,21,20,87,4,15,40,5,54,24,18,5,37,20,18,4,50,24,20,39,133,52,22,21,30,125,47,28,23,98,5,18,40,5,43,25,22,42,132,5,44,23,21,5,43,22,20,40,125,5,18,36,5,40,22,82,4,51,27,22,6,56,24,20,100,6,53,27,22,102,6,36,22,40,118,20,40,6,28,24,72,3,40,25,22,87,4,620,58,24,101,6,46,19,18,46,22,20,35,123,5,16,36,4,22,44,69,6,39,22,61,4,46,26,21,93,5,70,26,22,118,6,70,26,22,40,158,6,19,45,6,70,21,20,111,6,70,23
O50,38,28,22,5,45,24,21,32,16,18,38,104,3,44,24,21,42,131,38,19,22,79,4,24,41,6,33,25,21,4,43,23,17,4,43,18,14,37,112,38,22,19,47,126,35,17,21,73,3,23,43,6,42,29,24,30,125,5,41,24,20,4,47,21,22,38,128,5,20,41,6,45,26,93,5,38,26,22,4,44,28,23,95,5,44,28,23,95,5,45,29,47,145,23,34,6,39,27,88,5,45,29,24,98,5,675,35,26,83,4,42,27,23,43,28,23,44,138,5,22,47,6,23,48,71,6,41,29,70,5,37,28,23,88,5,70,28,23,121,6,70,28,23,48,169,6,23,47,6,67,28,23,118,6,70,28
W19,35,27,24,4,43,23,20,41,26,22,39,128,5,46,27,23,38,134,50,24,21,95,5,22,42,6,52,26,23,6,37,28,24,5,36,21,22,37,116,52,25,23,38,138,50,27,23,100,6,22,40,6,46,28,24,49,147,6,43,27,23,5,50,29,24,43,146,6,21,42,6,44,24,89,5,54,27,20,6,34,25,24,83,4,54,28,24,106,6,54,24,40,139,21,39,6,37,17,71,3,40,26,22,88,5,636,50,24,94,5,57,26,22,48,29,24,38,139,5,22,38,6,23,44,66,6,43,25,68,4,46,27,23,96,5,68,26,22,116,6,70,29,24,48,171,6,22,44,6,70,24,22,116,6,70,27
W70,64,27,21,6,56,24,22,45,23,21,40,129,5,46,28,23,35,132,31,21,20,72,3,23,42,6,56,30,21,6,28,25,20,3,45,26,22,43,136,43,27,23,47,140,42,29,24,95,5,21,47,6,50,27,23,48,148,6,38,27,22,4,43,22,20,38,123,5,24,47,6,42,25,91,5,35,25,22,4,35,25,22,82,4,46,28,23,97,5,41,27,47,139,22,44,6,31,24,75,4,35,27,24,86,4,642,42,24,83,4,31,20,20,43,22,23,47,135,5,18,47,6,22,45,70,6,41,26,67,4,47,20,21,88,5,70,28,23,121,6,70,26,22,45,163,6,22,45,6,70,25,22,117,6,70,23
O60,24,27,21,4,31,28,22,28,19,19,40,106,4,41,23,22,40,126,29,24,23,76,4,23,41,6,18,26,24,1,38,20,18,4,34,21,15,37,107,34,19,21,42,116,33,14,14,61,2,24,39,6,32,29,24,33,118,4,31,26,22,4,28,23,23,36,110,4,22,38,6,36,26,84,4,11,26,22,1,29,26,22,77,4,44,25,21,90,5,31,27,43,123,21,38,6,33,28,84,4,30,27,24,81,4,599,28,26,76,4,28,27,23,39,26,22,44,131,5,22,42,6,23,46,69,6,35,24,59,3,30,26,21,77,4,70,28,23,121,6,70,28,23,47,168,6,23,46,6,60,28,23,111,6,60,28
W56,34,26,23,4,32,28,19,28,21,20,39,108,4,36,29,24,44,133,28,22,20,70,3,21,30,4,37,23,19,4,20,27,22,1,32,24,20,45,121,32,25,21,41,119,28,25,23,76,4,24,44,6,34,21,24,46,125,5,17,25,24,1,34,23,22,41,120,4,21,42,6,28,26,74,3,41,26,21,5,31,23,22,76,4,*24,24,22,*70,3,36,22,27,105,21,37,5,31,12,54,3,32,25,20,77,4,455,34,24,78,4,35,22,20,36,26,23,28,113,4,17,35,4,22,41,56,5,34,17,51,4,37,22,21,80,4,70,25,21,116,6,63,22,22,37,144,6,21,42,6,67,20,20,107,6,70,27
W80,67,30,25,6,66,29,24,66,29,24,48,167,6,62,29,24,49,164,54,29,24,107,6,24,48,6,68,30,25,6,36,29,24,5,53,29,24,49,155,45,29,24,48,146,48,28,23,99,5,24,45,6,50,28,24,48,150,6,61,28,24,6,44,29,24,44,141,6,24,47,6,51,29,104,6,62,29,24,6,46,28,24,98,5,50,29,24,103,6,57,28,47,156,24,49,6,40,29,93,5,48,29,24,101,6,727,47,29,100,6,49,28,24,52,24,24,45,145,6,24,46,6,24,48,72,6,39,24,63,4,61,27,24,112,6,70,29,24,123,6,70,29,24,48,171,6,24,48,6,70,25,23,118,6,70,29
O43,32,29,24,4,29,21,20,32,15,18,36,101,3,44,21,17,28,110,35,19,18,72,3,21,34,5,43,22,19,4,28,17,17,2,38,22,18,31,109,31,15,12,35,93,23,17,17,62,2,20,28,4,31,27,22,33,113,4,28,20,17,4,23,23,20,36,107,4,21,39,6,28,25,74,3,28,25,21,3,29,24,20,73,3,32,28,23,83,4,45,18,35,113,15,22,4,35,28,86,4,35,26,23,84,4,561,37,24,81,4,39,26,23,33,26,22,45,126,5,20,40,6,22,47,69,6,32,26,58,3,31,25,21,77,4,70,28,22,120,6,70,27,22,46,165,6,22,44,6,60,27,23,110,6,54,28
